,id,title,family_id,brand,origin,season,color,hexadecimal,top_type,adventurous,weather,print,style,fit,application,Nivel
2108,45a82b9d-091a-4fd3-ac1b-aaac3a10224b,Amapola Jacket print ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND60,WHOLE_SALE,9,orange,FFA500,,3,cold_season,retro,classic,straight,work,3
2111,fd40e626-8700-4765-8bdb-f08c1dc2c321,Scdollie Cardigan knit ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND66,MAINSTREAM,9,blue_dark,00008b,cardigan,2,cold_season,smooth,classic,straight,work,2
2112,0a56a571-1c34-4e06-b178-9cb1badbd035,Aster Top blue ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND73,WHOLE_SALE,9,black,000000,tops,2,warm,smooth,classic,straight,work,2
2113,8dfa8f1e-21a9-472b-9f4b-faf281c69804,Stripes Pant short,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND91,WHOLE_SALE,9,blue_light,87CEFA,,2,warm,herringbone,classic,straight,freetime,1
2114,b2df2c73-c59f-4407-a5ff-56c66101e0b1,Vmvida Top gavo ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND102,MAINSTREAM,9,black,000000,tops,2,warm,smooth,classic,straight,freetime,2
2115,60cd06ec-0034-49e6-8407-ec3f9ca44a79,Emball Top nude ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND133,OWN_PRODUCTION,9,black,000000,tops,3,warm,smooth,boho,loose,freetime,2
2121,dc74bff5-2a72-41bc-b75d-9459666842ff,Riviera Dress floral ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND54,MAINSTREAM,9,ecru,ECE9D6,,3,warm,floral,boho,straight,freetime,1
2124,234bf6b0-6794-4d85-a0ac-21d17258d64a,Onlaya Sweater noos ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND119,MAINSTREAM,9,blue_dark,00008b,sweaters,3,cold_season,diagonal_stripe,street,loose,freetime,2
2125,234bf6b0-6794-4d85-a0ac-21d17258d64a,Onlaya Sweater noos ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND119,MAINSTREAM,9,yellow,FFFF00,sweaters,3,cold_season,diagonal_stripe,street,loose,freetime,2
2126,bd7bece9-681d-496b-998a-41d510d48ea5,Bydala Coat button ,74ba5e25-afd5-490b-a3a8-2175020c4487,BRAND76,MAINSTREAM,9,yellow,FFFF00,,2,cold_season,smooth,minimal,straight,work,2
2127,44615d8b-0696-4614-b751-084b15b653af,Viril Cardigan knit ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND55,MAINSTREAM,9,blue_light,87CEFA,cardigan,2,cold_season,smooth,casual,straight,work,2
2129,26aa0c82-ca89-4aa0-a90d-cf2cac41efc3,Brooklyn Top print ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND134,MAINSTREAM,9,beige,DFC8B2,sweaters,2,cold_season,miniprint,street,straight,work,2
2130,f02d0133-3575-4138-bbc4-07b486248798,Ihalpa Cardigan aqua ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND89,MAINSTREAM,9,blue_light,87CEFA,cardigan,1,cold_season,smooth,minimal,loose,freetime,2
2137,35a52125-04cc-4c3e-84f6-b48d785f3c36,Byhelene Dress solid ,ba89fcc3-bb1b-42af-a754-2d9f639e43ab,BRAND76,MAINSTREAM,9,khaki,666633,,2,warm,smooth,street,loose,work,1
2138,b11b8908-99d9-43e6-be67-66273136c39a,Ryder Tshirt joules ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND166,NO_MAINSTREAM,9,blue_dark,00008b,t-shirts,2,warm,bodoque,casual,straight,freetime,2
2144,b5b33efd-19d9-42ba-b779-c44487cd5a37,Fqagnes Skirt printed ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND131,MAINSTREAM,9,indigo,0053a5,,3,warm_season,miniprint,boho,loose,freetime,1
2145,b5b33efd-19d9-42ba-b779-c44487cd5a37,Fqagnes Skirt printed ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND131,MAINSTREAM,9,orange,FFA500,,3,warm_season,miniprint,boho,loose,freetime,1
2149,41ec106c-8c55-4ec7-8acf-8c671907d7ec,Long Cardigan real ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND162,NO_MAINSTREAM,9,blue_dark,00008b,cardigan,1,warm_season,smooth,classic,straight,freetime,2
2150,c01225b2-7c44-491d-a978-fc3e786f656f,Chambray Shirt collar ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND83,MAINSTREAM,9,blue_light,87CEFA,shirt,2,warm_season,smooth,classic,straight,work,2
2151,908d6294-3b3b-4e3b-a131-006f50779107,Objbay Shirt zigzag,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND101,NO_MAINSTREAM,9,beige,DFC8B2,blouse,2,warm_season,geometric,classic,loose,work,2
2152,2dc6438d-c870-408b-93d6-1f8e4475f79d,Arianne Top cerise,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND15,WHOLE_SALE,9,white,FFFFFF,tops,2,warm,smooth,boho,straight,freetime,2
2159,0373bba2-9fd5-4775-a309-ec41bdc8f025,Onlmirinda Pant basic ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND119,MAINSTREAM,9,khaki,666633,,2,warm_season,smooth,boho,tight,freetime,1
2161,2527777b-e5f2-45db-81cc-174fc2b28791,Ihafilikke Top print ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND89,MAINSTREAM,9,blue_dark,00008b,tops,3,warm,floral,boho,straight,freetime,2
2162,a5391cc0-a013-4be0-a754-ca231276fde3,Indo Pant printed ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND60,WHOLE_SALE,9,green_dark,164A0A,,3,warm,retro,boho,straight,freetime,1
2166,79139595-80b1-4151-be8c-c2b94b8b318b,Amanda Short woven ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND132,NO_MAINSTREAM,9,white,FFFFFF,,2,warm,smooth,casual,straight,freetime,1
2167,79139595-80b1-4151-be8c-c2b94b8b318b,Amanda Short woven ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND132,NO_MAINSTREAM,9,khaki,666633,,2,warm,smooth,casual,straight,freetime,1
2168,79139595-80b1-4151-be8c-c2b94b8b318b,Amanda Short woven ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND132,NO_MAINSTREAM,9,mandarine,faaa6e,,2,warm,smooth,casual,straight,freetime,1
2169,287e0a4c-ba00-4b4b-9fc0-8320619e5eb9,Bona Jeans colors ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND106,WHOLE_SALE,9,taupe,9A8176,,2,warm_season,smooth,street,tight,work,1
2171,4dfbf9ad-f672-4c76-adae-e3358cb515e9,Vilucy Shirt noos ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND55,MAINSTREAM,9,khaki,666633,blouse,2,warm_season,smooth,classic,straight,work,2
2174,4847ed7d-caa0-455f-be62-2cab7f73f743,Estats Jeans skinny ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND172,PREMIUM,9,blue_light,87CEFA,,2,warm_season,smooth,street,tight,work,1
2183,d4381ae4-09c8-4b1b-9ce9-e03e43e2b2ae,Tropical Top nude,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND133,OWN_PRODUCTION,9,black,000000,tops,2,warm,sheets,boho,straight,freetime,2
2186,66e6ee51-72e8-443a-ad2c-7392e9253304,Onlelaine Playsuit bot ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND119,MAINSTREAM,9,blue_light,87CEFA,,2,warm,smooth,street,loose,freetime,1
2193,45fadfcb-8d09-42fc-87ac-21d001f4a455,York Jeans slimfit ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND83,MAINSTREAM,9,taupe,9A8176,,2,cold_season,smooth,street,tight,work,1
2195,323edbf2-b504-4567-9675-f53cab2377fb,Mood Tshirt letters ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND117,NO_MAINSTREAM,9,white,FFFFFF,t-shirts,2,warm_season,smooth,street,straight,freetime,2
2196,35931275-bb91-41f7-8fe8-727909a9d8e2,Hannah Tshirt knit ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND8,NO_MAINSTREAM,9,mustand,DEB24C,t-shirts,1,warm,smooth,casual,tight,freetime,2
2197,f36ba3bc-586e-4ff7-8e9c-cef201719a5d,Caraugusta Jeans noos ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND39,MAINSTREAM,9,white,FFFFFF,,3,warm_season,smooth,classic,tight,freetime,1
2199,0ce13409-dd8c-4070-a9c4-b7a1fd85ccb9,Geom Shirt noogat ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND72,WHOLE_SALE,9,pink,FFC0CB,blouse,3,warm_season,geometric,boho,straight,freetime,2
2201,982512f0-9641-4f95-848c-b676cd8fe06b,Benina Pant fit ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND90,MAINSTREAM,9,brown_light,A57E62,,2,cold_season,smooth,classic,straight,work,1
2203,fe45050d-1e6d-4fd1-bebc-88fb51a1fd36,Florida Trench sof ,07bee010-39f3-4200-9250-c1524842e6a6,BRAND116,WHOLE_SALE,9,black,000000,,2,cold_season,smooth,classic,straight,work,3
2206,a742cbea-05d1-4468-a461-b9548d349609,Softy Trench boom ,07bee010-39f3-4200-9250-c1524842e6a6,BRAND116,WHOLE_SALE,9,beige,DFC8B2,,1,cold_season,smooth,classic,straight,work,3
2207,f8abdd54-68a4-4c7c-a9ca-73390630c546,Fashion T-shirt collection ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND9,NO_MAINSTREAM,9,blue_dark,00008b,t-shirts,2,warm,horizontal_stripes,street,loose,work,2
2208,ca856776-a5bc-49c5-af9f-064e2e50d4a8,Martb Tshirt sparkle ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND112,NO_MAINSTREAM,9,white,FFFFFF,t-shirts,3,warm,smooth,casual,straight,work,2
2209,092f3264-e068-46ea-9387-cae1552d493e,Lity Jacket tiffosi,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND19,MAINSTREAM,9,khaki,666633,,2,cold_season,smooth,casual,straight,freetime,3
2211,4de7108a-68fa-44e2-9551-db440d6bb14a,Ante Skirt buttons ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND25,WHOLE_SALE,9,camel,C19A6B,,2,cold_season,smooth,boho,straight,freetime,1
2212,4de7108a-68fa-44e2-9551-db440d6bb14a,Ante Skirt buttons ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND25,WHOLE_SALE,9,blue_dark,00008b,,2,cold_season,smooth,boho,straight,freetime,1
2213,0826dca6-36cf-4ec3-980a-7c1ac814741b,Pcaine Top strap ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND142,MAINSTREAM,9,mandarine,faaa6e,tops,2,warm,smooth,boho,straight,freetime,2
2218,add90bab-30cc-4f85-ad93-d0fa82801995,Poly Pant cherry ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND117,NO_MAINSTREAM,9,fuchsia,FF00A8,,2,warm_season,smooth,casual,tight,work,1
2219,970cd885-7578-4a08-b3eb-c1c86884c53a,Logo Tshirt off ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND172,PREMIUM,9,red,B11730,t-shirts,3,warm,smooth,casual,straight,freetime,2
2221,468e0495-433e-454f-9b75-427982a4c5c8,Tube Skirt leather ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND32,OWN_PRODUCTION,9,black,000000,,3,cold,smooth,boho,tight,freetime,1
2224,ed433d8c-6bf4-4f3c-80f8-631fabc2316d,Suana Jumpsuit floral ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND112,NO_MAINSTREAM,9,blue_dark,00008b,,3,warm,floral,street,straight,work,1
2225,ed433d8c-6bf4-4f3c-80f8-631fabc2316d,Suana Jumpsuit floral ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND112,NO_MAINSTREAM,9,rust,B94600,,3,warm,floral,street,straight,work,1
2229,2319dad6-dce6-44c2-b340-bffe29478e67,Kora Jeans skinny,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND132,NO_MAINSTREAM,9,white,FFFFFF,,2,cold_season,smooth,classic,tight,freetime,1
2230,a310d8bf-528e-4985-ac22-12896505c17c,Charls Pant jcz,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND60,WHOLE_SALE,9,brown,462C0E,,3,cold_season,smooth,classic,straight,work,1
2231,7df5c131-4c17-47da-85b1-38e138226e04,Ihgusto Jacket denim ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND89,MAINSTREAM,9,yellow,FFFF00,,1,warm,smooth,classic,straight,freetime,3
2232,735761e6-8f79-43c9-8279-a7af97fe00eb,Vilucy Tshirt fav ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND55,MAINSTREAM,9,pink,FFC0CB,tops,2,warm_season,smooth,classic,straight,freetime,2
2233,c5f64def-33c9-4f98-9920-1921e24c201a,Eris Playsuit button ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND112,NO_MAINSTREAM,9,brick,8e1d03,,3,warm,vertical_stripes,boho,straight,freetime,1
2234,9c10d32f-4bba-4e18-989c-01172245a814,Zawov Top antique ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND35,MAINSTREAM,9,black,000000,tops,2,warm,smooth,classic,straight,work,2
2239,1735d199-d25f-4c35-a527-a712cc3f0808,Pcana Jacket suede ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND142,MAINSTREAM,9,yellow_light,fdf7b2,,3,cold_season,smooth,street,tight,work,3
2246,1735d199-d25f-4c35-a527-a712cc3f0808,Pcana Jacket suede ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND142,MAINSTREAM,9,brown,462C0E,,3,cold_season,smooth,street,tight,work,3
2249,fc958f65-d737-4353-91c4-85e917e7e5c9,Nmnathalie Playsuit belt ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND40,NO_MAINSTREAM,9,brick,8e1d03,,3,warm,smooth,street,loose,freetime,1
2250,fd183461-0e9d-4082-9ed8-abeb2fc6eb19,Shibrahi Top knit ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND163,NO_MAINSTREAM,9,blue_dark,00008b,tops,2,warm_season,smooth,boho,tight,work,2
2251,ddebd99c-a64c-46e1-94e8-b2ac8a779c4e,Poppy Short gj ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND121,NO_MAINSTREAM,9,blue_dark,00008b,,2,warm,smooth,casual,tight,freetime,1
2253,0dd2e4e3-4efa-45d7-b8ec-dc3b603a4c70,Vimero Top noos,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND55,MAINSTREAM,9,blue_light,87CEFA,tops,2,warm_season,smooth,classic,straight,freetime,2
2260,18064421-0c98-4450-84fc-729117121ba5,Miniprint Jumpsuit maj ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND91,WHOLE_SALE,9,green_dark,164A0A,,3,warm,floral,boho,straight,freetime,1
2262,562c7d77-70cf-48d9-86c1-bba657d68439,Super Skirt strech ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND74,MAINSTREAM,9,black,000000,,2,warm_season,smooth,boho,tight,freetime,1
2267,1e5c86d4-4711-4710-985c-cedb35169cdb,Ihtwiggy Short denim ,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND89,MAINSTREAM,9,blue_light,87CEFA,,2,warm,smooth,casual,tight,freetime,1
2268,94a0c2a2-0f4b-4bfb-90bd-048fe8ea7ee8,Charis Bag closet ,882ecdf8-325d-4826-a066-1b263e438f09,BRAND167,OWN_PRODUCTION,9,aubergine,614051,,2,cold_season,smooth,boho,,work,3
2274,9c7f69a7-3ac7-4483-a9de-e8ebdc45929c,Shamburgo Jeans solid ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND163,NO_MAINSTREAM,9,black,000000,,2,warm_season,smooth,classic,tight,work,1
2275,2ba971cc-b600-4166-be88-389df9123388,Shquesir Sweater vneck ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND163,NO_MAINSTREAM,9,green_dark,164A0A,tops,2,warm_season,smooth,boho,straight,work,2
2276,2f3489c9-2352-4095-909a-133ff64695a3,Fabiola Shirt collection ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND9,NO_MAINSTREAM,9,blue_dark,00008b,tops,2,warm_season,smooth,casual,loose,freetime,2
2280,06a8e26d-582c-4cb0-b47a-11954f665840,Floaty Shirt sati ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND9,NO_MAINSTREAM,9,white,FFFFFF,blouse,3,cold_season,smooth,classic,straight,freetime,2
2285,92cf454b-a209-4bd2-b413-5a50dd72444d,Alexa Shirt melagne ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND161,NO_MAINSTREAM,9,blue_light,87CEFA,t-shirts,2,warm_season,sheets,casual,straight,freetime,2
2286,3f8bd318-60d9-4b8c-8216-6af4f43b844d,Denim Jeans casual,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND132,NO_MAINSTREAM,9,grey,808080,,2,cold_season,smooth,street,tight,freetime,1
2287,4dfbf9ad-f672-4c76-adae-e3358cb515e9,Vilucy Shirt noos ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND55,MAINSTREAM,9,coral,E65A5B,blouse,2,warm_season,smooth,classic,straight,work,2
2288,4dfbf9ad-f672-4c76-adae-e3358cb515e9,Vilucy Shirt noos ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND55,MAINSTREAM,9,green,008000,blouse,2,warm_season,smooth,classic,straight,work,2
2289,8b30be61-1658-4c01-8607-3493c3da358b,Viblue Jacket noos,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND55,MAINSTREAM,9,black,000000,,3,cold_season,smooth,street,tight,freetime,3
2293,c6b612e7-0a5d-4844-ac5d-fb1ec881f92b,Jone Cardigan soft ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND131,MAINSTREAM,9,blue_dark,00008b,cardigan,1,cold_season,smooth,boho,loose,freetime,2
2294,cbb08963-4bde-4433-8c29-df2e7851bc09,Onlmaye Sweater knit ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND119,MAINSTREAM,9,lemon,FFD200,sweaters,2,cold_season,smooth,casual,loose,freetime,2
2295,75576053-819c-4d6d-97f1-67167e9943bb,Scdaniela Jacket blazer ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND66,MAINSTREAM,9,coral,E65A5B,,2,warm_season,smooth,classic,tight,work,3
2296,8dd4cfa9-64d4-4e79-bb72-89297f52e11d,Kate Jacket spring ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND89,MAINSTREAM,9,orange,FFA500,,3,warm_season,floral,boho,tight,work,3
2297,a310d8bf-528e-4985-ac22-12896505c17c,Charls Pant jcz,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND60,WHOLE_SALE,9,blue_dark,00008b,,3,cold_season,smooth,classic,straight,work,1
2298,b836f179-8ebf-43b4-8558-f54f1e51b7a5,Pckamelia Jeans noos ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND142,MAINSTREAM,9,blue_light,87CEFA,,2,cold_season,smooth,casual,tight,freetime,1
2299,75a1c388-70c6-47e9-8488-e9473c157091,Adette Shirt broadway ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND90,MAINSTREAM,9,mustand,DEB24C,shirt,2,warm,sheets,boho,loose,freetime,2
2300,768cc4b8-73f7-4447-9213-f5a9706d5127,Tie Shirt neck ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND54,MAINSTREAM,9,black,000000,blouse,3,cold_season,smooth,classic,straight,work,2
2302,e6f33614-5988-4d6e-9399-1d6f86904889,Ihstampe Jacket denim ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND89,MAINSTREAM,9,blue,000081,,3,warm_season,smooth,boho,tight,freetime,3
2303,90d73dc9-8268-48fb-9637-d2ad962d76da,Vmdonnadina Skirt suede,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND102,MAINSTREAM,9,beige,DFC8B2,,3,cold_season,smooth,street,straight,freetime,1
2306,3b130bca-89b7-4e7b-9e6e-8d3b2503115e,Waves Top cerise,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND15,WHOLE_SALE,9,pink,FFC0CB,tops,2,warm,smooth,boho,straight,work,2
2307,678fe800-5156-4aa9-818e-deae65665ef6,Yuli Playsuit summer ,88ee8b83-a7fe-4c00-8f12-621b209012fd,BRAND91,WHOLE_SALE,9,black,000000,,3,warm,smooth,boho,straight,freetime,1
2308,e7a981c4-d1d8-4cb0-a343-93ec6e166aac,Rhine Shirt wording ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND83,MAINSTREAM,9,black,000000,t-shirts,3,warm_season,smooth,casual,straight,freetime,2
2309,c7c6bf52-6549-4d38-941a-bc777e7b4301,Billass Top closet ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND167,OWN_PRODUCTION,9,black,000000,tops,2,warm,printed,boho,straight,work,2
2311,018973b9-3e05-4411-ae3b-daed8c972e2d,Basha Skirt bohck,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND97,OWN_PRODUCTION,9,blue_dark,00008b,,2,warm_season,smooth,classic,tight,work,1
2312,1ce42093-4c32-4795-a40c-1b44a3bee0ec,Moon Tshirt oneck ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND121,NO_MAINSTREAM,9,rust,B94600,t-shirts,2,warm_season,animal_print,street,straight,freetime,2
2313,e9795407-e7b5-4a66-972f-8a7afd4052d6,Odei Pant short,9c5a3fee-dad0-444a-acb3-c059e2f3db20,BRAND15,WHOLE_SALE,9,blue_dark,00008b,,2,warm,smooth,boho,straight,freetime,1
2314,c3dd4e6a-3c7c-455a-bee1-432c9a6b3a97,Liverpool Pant grette ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND32,OWN_PRODUCTION,9,taupe,9A8176,,3,cold_season,smooth,boho,tight,freetime,1
2315,b6a2bf42-9864-48ba-b5c0-bc2ee3be3e2e,Lena Shirt collar,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND157,OWN_PRODUCTION,9,blue_dark,00008b,shirt,2,warm_season,smooth,boho,straight,freetime,2
2316,bb7df174-84d0-461a-bdbb-c3b2440d092c,Stzmila Cardigan vneck ,141f32d6-a5af-49bf-b019-fd28354977f1,BRAND152,NO_MAINSTREAM,9,grey,808080,cardigan,1,cold_season,smooth,classic,tight,work,2
2318,9c7f69a7-3ac7-4483-a9de-e8ebdc45929c,Shamburgo Jeans solid ,6598b655-3e19-448c-8b4f-ff6a29447b34,BRAND163,NO_MAINSTREAM,9,green_dark,164A0A,,2,warm_season,smooth,classic,tight,work,1
2319,d71fc054-3c49-4331-a965-ec70e959c96c,Zela Skirt kompag ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND74,MAINSTREAM,9,khaki,666633,,2,warm_season,smooth,boho,straight,freetime,1
2320,d364d50a-af06-4757-8b1e-ec028efc06e5,Sand Tshirt jsy ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND9,NO_MAINSTREAM,9,blue_dark,00008b,t-shirts,1,cold_season,smooth,street,tight,freetime,2
2321,d7764413-cdfa-44d3-b510-39afb679e354,Louis Shirt zeze ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND74,MAINSTREAM,9,blue_dark,00008b,shirt,2,warm_season,retro,boho,straight,work,2
2322,8e94941c-38d5-4e87-b686-5fd334a2e7af,Onllorca Parka spring,35405a7d-7018-440b-9d16-76206ac3e224,BRAND119,MAINSTREAM,9,beige,DFC8B2,,3,cold_season,smooth,casual,straight,freetime,3
2323,b5536596-dbf6-4545-9b42-1b0df35d6fb0,Violet Skirt ycoo,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND25,WHOLE_SALE,9,black,000000,,3,warm,floral,boho,straight,freetime,1
2324,d71fc054-3c49-4331-a965-ec70e959c96c,Zela Skirt kompag ,2514d6c8-11e6-4692-87b4-dcc1cd18592c,BRAND74,MAINSTREAM,9,black,000000,,2,warm_season,smooth,boho,straight,freetime,1
2325,d364d50a-af06-4757-8b1e-ec028efc06e5,Sand Tshirt jsy ,95f835a3-03fe-40f1-a813-4fbfd2842845,BRAND9,NO_MAINSTREAM,9,beige,DFC8B2,t-shirts,1,cold_season,smooth,street,tight,freetime,2
2326,d4e912d1-df55-4dec-9b97-243e1734074b,Casual Sweatshirt esprit ,3087da56-5a27-4e58-aea7-1555c640f232,BRAND132,NO_MAINSTREAM,9,ecru,ECE9D6,hoodies,2,cold_season,smooth,street,straight,freetime,2
2327,d255ef1d-3496-4cfc-9d99-39958229de10,Woven Shirt casual ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND132,NO_MAINSTREAM,9,blue_dark,00008b,shirt,2,cold_season,vertical_stripes,classic,straight,work,2
2328,62d4e8cb-637f-4cba-9ecb-3719e901e7bc,Duo Top cerise ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND15,WHOLE_SALE,9,red,B11730,tops,2,warm,animal_print,night,straight,night,2
2329,62d4e8cb-637f-4cba-9ecb-3719e901e7bc,Duo Top cerise ,39792668-5cfd-42c2-8872-ad776e9bad70,BRAND15,WHOLE_SALE,9,white,FFFFFF,tops,2,warm,animal_print,night,straight,night,2
2330,d255ef1d-3496-4cfc-9d99-39958229de10,Woven Shirt casual ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND132,NO_MAINSTREAM,9,red,B11730,shirt,2,cold_season,vertical_stripes,classic,straight,work,2
2332,e3dbbe67-0c77-4efc-8924-0319ea1a893b,Vmerika Shirt stripes ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND102,MAINSTREAM,9,khaki,666633,shirt,2,warm_season,vertical_stripes,classic,straight,work,2
2333,94b876f3-9496-4f84-93c4-8218ccb7794d,Vmsia Shirt noos ,c59807ac-0362-4078-94b0-37ea3df6cdd0,BRAND102,MAINSTREAM,9,blue_light,87CEFA,blouse,2,cold_season,smooth,street,straight,freetime,2
2334,374b5e53-31bd-4752-bf77-ddb9bf6823e1,Byralina Sweater pullover ,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND76,MAINSTREAM,9,salmon,F29985,sweaters,2,cold_season,smooth,casual,loose,freetime,2
2335,11550950-fa91-4f4d-849f-c8e8fcd7957d,Maf Sweater bsc,1b93b30c-833f-45a8-ba69-c21d2e7f4824,BRAND89,MAINSTREAM,9,gray_light,D3D3D3,sweaters,1,cold_season,smooth,classic,tight,freetime,2
2336,79d714de-fad0-47d0-94b0-a77b54f7b263,Flux Jacket verte ,c6b81db8-29ed-43d6-b14d-0fd913d7ce36,BRAND49,WHOLE_SALE,9,brown_light,A57E62,,4,cold_season,smooth,night,tight,night,3
2337,b1317790-423e-4ba6-9a74-e487afedc20b,Sclilly Pant zipper ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND66,MAINSTREAM,9,black,000000,,2,warm_season,smooth,boho,tight,freetime,1
2338,b1317790-423e-4ba6-9a74-e487afedc20b,Sclilly Pant zipper ,1dc55e58-a5c3-462c-b73d-8dd480de90fc,BRAND66,MAINSTREAM,9,khaki,666633,,2,warm_season,smooth,boho,tight,freetime,1
